date,delay,distance,origin,destination
1300820,-1,739,BUR,DEN
1301700,5,283,BUR,OAK
1302035,62,283,BUR,OAK
1301325,20,194,BUR,LAS
1300940,6,194,BUR,LAS
1300705,-9,283,BUR,OAK
1300730,-5,257,BUR,SJC
1300940,3,283,BUR,OAK
1301525,2,257,BUR,SJC
1301825,3,321,BUR,PHX
1301450,-6,321,BUR,PHX
1301445,13,194,BUR,LAS
1302030,54,194,BUR,LAS
1301405,9,283,BUR,OAK
1301940,3,194,BUR,LAS
1300805,-3,283,BUR,OAK
1301900,38,311,BUR,SMF
1301725,30,194,BUR,LAS
1301755,63,311,BUR,SMF
1301040,2,321,BUR,PHX
1301630,51,321,BUR,PHX
1301755,22,257,BUR,SJC
1300715,-2,194,BUR,LAS
1301945,61,283,BUR,OAK
1302025,68,257,BUR,SJC
1301035,6,311,BUR,SMF
1300700,-1,321,BUR,PHX
1301225,-3,257,BUR,SJC
1301125,-5,194,BUR,LAS
1301440,13,311,BUR,SMF
1301855,40,257,BUR,SJC
1300710,-5,311,BUR,SMF
1301010,-4,257,BUR,SJC
1300800,-1,311,BUR,SMF
1310815,0,321,BUR,PHX
1312030,25,311,BUR,SMF
1311545,46,283,BUR,OAK
1311230,-3,739,BUR,DEN
1311130,0,283,BUR,OAK
1310805,-3,194,BUR,LAS
1311735,33,283,BUR,OAK
1311225,18,283,BUR,OAK
1311825,71,283,BUR,OAK
1310820,-2,739,BUR,DEN
1311700,5,283,BUR,OAK
1312035,25,283,BUR,OAK
1311325,5,194,BUR,LAS
1310940,2,194,BUR,LAS
1310705,-5,283,BUR,OAK
1310730,-4,257,BUR,SJC
1310940,8,283,BUR,OAK
1311525,36,257,BUR,SJC
1311825,30,321,BUR,PHX
1311450,11,321,BUR,PHX
1311445,10,194,BUR,LAS
1312030,22,194,BUR,LAS
1311405,17,283,BUR,OAK
1311940,26,194,BUR,LAS
1310805,6,283,BUR,OAK
1311900,24,311,BUR,SMF
1311725,32,194,BUR,LAS
1311755,30,311,BUR,SMF
1311040,1,321,BUR,PHX
1311630,25,321,BUR,PHX
1311755,-1,257,BUR,SJC
1310715,-4,194,BUR,LAS
1311945,132,283,BUR,OAK
1312025,45,257,BUR,SJC
1311035,27,311,BUR,SMF
1310700,-4,321,BUR,PHX
1311225,4,257,BUR,SJC
1311125,14,194,BUR,LAS
1311440,2,311,BUR,SMF
1311855,37,257,BUR,SJC
1310710,-5,311,BUR,SMF
1311010,1,257,BUR,SJC
1310800,-3,311,BUR,SMF
1011610,12,1057,BWI,DFW
1011720,43,822,BWI,MIA
1010610,-2,822,BWI,MIA
1011925,12,1057,BWI,DFW
1011400,59,1057,BWI,DFW
1010725,-1,1057,BWI,DFW
1010820,-5,1057,BWI,DFW
1011110,-4,822,BWI,MIA
1021610,-4,1057,BWI,DFW
1021720,48,822,BWI,MIA
1020610,-5,822,BWI,MIA
1021925,59,1057,BWI,DFW
1021400,-4,1057,BWI,DFW
1020725,-12,1057,BWI,DFW
1020820,-4,1057,BWI,DFW
1021110,-4,822,BWI,MIA
1031610,7,1057,BWI,DFW
1031720,17,822,BWI,MIA
1030610,13,822,BWI,MIA
1031925,10,1057,BWI,DFW
1031400,63,1057,BWI,DFW
1030725,23,1057,BWI,DFW
1030820,40,1057,BWI,DFW
1031110,5,822,BWI,MIA
1041610,15,1057,BWI,DFW
1041720,20,822,BWI,MIA
1040610,-1,822,BWI,MIA
1041400,0,1057,BWI,DFW
1040725,11,1057,BWI,DFW
1040820,7,1057,BWI,DFW
1041110,14,822,BWI,MIA
1051610,22,1057,BWI,DFW
1051720,51,822,BWI,MIA
1050610,0,822,BWI,MIA
1051925,110,1057,BWI,DFW
1051400,27,1057,BWI,DFW
1050725,36,1057,BWI,DFW
1050820,18,1057,BWI,DFW
1051110,-1,822,BWI,MIA
1061610,5,1057,BWI,DFW
1061720,10,822,BWI,MIA
1060610,-2,822,BWI,MIA
1061925,-3,1057,BWI,DFW
1061400,1,1057,BWI,DFW
1060725,3,1057,BWI,DFW
1060820,4,1057,BWI,DFW
1061110,3,822,BWI,MIA
1071610,0,1057,BWI,DFW
1071720,-12,822,BWI,MIA
1070610,-2,822,BWI,MIA
1071925,185,1057,BWI,DFW
1071400,51,1057,BWI,DFW
1070725,24,1057,BWI,DFW
1070820,95,1057,BWI,DFW
1071110,-7,822,BWI,MIA
1081610,0,1057,BWI,DFW
1081720,22,822,BWI,MIA
1080610,-3,822,BWI,MIA
1081930,67,1057,BWI,DFW
1081400,-1,1057,BWI,DFW
1080725,39,1057,BWI,DFW
1080820,56,1057,BWI,DFW
1081110,-6,822,BWI,MIA
1091610,-1,1057,BWI,DFW
1091720,10,822,BWI,MIA
1090610,6,822,BWI,MIA
1091930,-2,1057,BWI,DFW
1091400,0,1057,BWI,DFW
1090725,-2,1057,BWI,DFW
1090820,-4,1057,BWI,DFW
1091110,-5,822,BWI,MIA
1101610,-5,1057,BWI,DFW
1101720,20,822,BWI,MIA
1100610,-1,822,BWI,MIA
1101930,-11,1057,BWI,DFW
1101400,-7,1057,BWI,DFW
1100725,1,1057,BWI,DFW
1100820,7,1057,BWI,DFW
1101110,-7,822,BWI,MIA
1111610,-4,1057,BWI,DFW
1111720,8,822,BWI,MIA
1110610,-4,822,BWI,MIA
1111400,-9,1057,BWI,DFW
1110725,117,1057,BWI,DFW
1110820,-2,1057,BWI,DFW
1111110,-7,822,BWI,MIA
1121610,19,1057,BWI,DFW
1121720,3,822,BWI,MIA
1120610,-4,822,BWI,MIA
1121930,-6,1057,BWI,DFW
1121400,21,1057,BWI,DFW
1120725,17,1057,BWI,DFW
1120820,0,1057,BWI,DFW
1121110,-1,822,BWI,MIA
1131610,0,1057,BWI,DFW
1131720,12,822,BWI,MIA
1130610,-1,822,BWI,MIA
1131930,-2,1057,BWI,DFW
1131400,-1,1057,BWI,DFW
1130725,-2,1057,BWI,DFW
1130820,6,1057,BWI,DFW
1131110,-5,822,BWI,MIA
1141610,-4,1057,BWI,DFW
1141720,-7,822,BWI,MIA
1140610,-4,822,BWI,MIA
1141930,8,1057,BWI,DFW
1141400,-7,1057,BWI,DFW
1140725,-4,1057,BWI,DFW
1140820,-5,1057,BWI,DFW
1141110,-12,822,BWI,MIA
1151610,12,1057,BWI,DFW
1151720,-8,822,BWI,MIA
1150610,-2,822,BWI,MIA
1151930,1,1057,BWI,DFW
1151400,-1,1057,BWI,DFW
1150725,2,1057,BWI,DFW
1150820,28,1057,BWI,DFW
1151110,-6,822,BWI,MIA
1161610,16,1057,BWI,DFW
1161720,-3,822,BWI,MIA
1160610,-8,822,BWI,MIA
1161930,-2,1057,BWI,DFW
1161400,-4,1057,BWI,DFW
1160725,-4,1057,BWI,DFW
1160820,-2,1057,BWI,DFW
1161110,-5,822,BWI,MIA
1171610,-2,1057,BWI,DFW
1171720,113,822,BWI,MIA
1170610,-2,822,BWI,MIA
1171930,10,1057,BWI,DFW
1171400,0,1057,BWI,DFW
1170725,1,1057,BWI,DFW
1170820,-5,1057,BWI,DFW
1171110,-10,822,BWI,MIA
1181610,0,1057,BWI,DFW
1181720,-8,822,BWI,MIA
1180610,-6,822,BWI,MIA
1181400,-1,1057,BWI,DFW
1180725,-3,1057,BWI,DFW
1180820,-2,1057,BWI,DFW
1181110,-4,822,BWI,MIA
1191610,9,1057,BWI,DFW
1191720,30,822,BWI,MIA
1190610,-5,822,BWI,MIA
1191930,3,1057,BWI,DFW
1191400,13,1057,BWI,DFW
1190725,-1,1057,BWI,DFW
1190820,-11,1057,BWI,DFW
1191110,-8,822,BWI,MIA
1201610,3,1057,BWI,DFW
1201720,-11,822,BWI,MIA
1200610,-7,822,BWI,MIA
1201930,0,1057,BWI,DFW
1201400,7,1057,BWI,DFW
1200725,-5,1057,BWI,DFW
1200820,-3,1057,BWI,DFW
1201110,-2,822,BWI,MIA
1211610,0,1057,BWI,DFW
1211720,0,822,BWI,MIA
1210610,1,822,BWI,MIA
1211930,0,1057,BWI,DFW
1211400,1288,1057,BWI,DFW
1210725,0,1057,BWI,DFW
1210820,-1,1057,BWI,DFW
1211110,-9,822,BWI,MIA
1221610,2,1057,BWI,DFW
1221720,2,822,BWI,MIA
1220610,0,822,BWI,MIA
1221930,-8,1057,BWI,DFW
1221400,5,1057,BWI,DFW
1220725,0,1057,BWI,DFW
1220820,0,1057,BWI,DFW
1221110,76,822,BWI,MIA
1231610,5,1057,BWI,DFW
1231720,0,822,BWI,MIA
1230610,1,822,BWI,MIA
1231930,-6,1057,BWI,DFW
1231400,-3,1057,BWI,DFW
1230725,1,1057,BWI,DFW
1230820,1,1057,BWI,DFW
1231110,-1,822,BWI,MIA
1241610,-8,1057,BWI,DFW
1241720,0,822,BWI,MIA
1240610,79,822,BWI,MIA
1241930,-4,1057,BWI,DFW
1241400,-6,1057,BWI,DFW
1240725,29,1057,BWI,DFW
1240820,34,1057,BWI,DFW
1241110,-9,822,BWI,MIA
1251610,31,1057,BWI,DFW
1251720,48,822,BWI,MIA
1250610,-7,822,BWI,MIA
1251400,23,1057,BWI,DFW
1250725,-6,1057,BWI,DFW
1250820,-2,1057,BWI,DFW
1251110,255,822,BWI,MIA
1261610,23,1057,BWI,DFW
1261720,1,822,BWI,MIA
1260610,-5,822,BWI,MIA
1261930,-1,1057,BWI,DFW
1261400,2,1057,BWI,DFW
1260725,-5,1057,BWI,DFW
1260820,-8,1057,BWI,DFW
1261110,1,822,BWI,MIA
1271610,1,1057,BWI,DFW
1271720,94,822,BWI,MIA
1270610,-10,822,BWI,MIA
1271930,-8,1057,BWI,DFW
1271400,15,1057,BWI,DFW
1270725,-3,1057,BWI,DFW
1270820,-6,1057,BWI,DFW
1271110,-7,822,BWI,MIA
1281610,-9,1057,BWI,DFW
1281720,-13,822,BWI,MIA
1280610,-4,822,BWI,MIA
1281930,-8,1057,BWI,DFW
1281400,-7,1057,BWI,DFW
1280725,-4,1057,BWI,DFW
1280820,20,1057,BWI,DFW
1281110,48,822,BWI,MIA
1291610,-9,1057,BWI,DFW
1291720,-7,822,BWI,MIA
1290610,-8,822,BWI,MIA
1291930,-8,1057,BWI,DFW
1291400,-4,1057,BWI,DFW
1290725,-6,1057,BWI,DFW
1290820,-4,1057,BWI,DFW
1291110,-4,822,BWI,MIA
1301610,0,1057,BWI,DFW
1301720,-2,822,BWI,MIA
1300610,-2,822,BWI,MIA
1301930,18,1057,BWI,DFW
1301400,6,1057,BWI,DFW
1300725,-2,1057,BWI,DFW
1300820,-3,1057,BWI,DFW
1301110,-10,822,BWI,MIA
1311610,2,1057,BWI,DFW
1311720,-8,822,BWI,MIA
1310610,-9,822,BWI,MIA
1311930,3,1057,BWI,DFW
1311400,-8,1057,BWI,DFW
1310725,1,1057,BWI,DFW
1310820,27,1057,BWI,DFW
1311110,5,822,BWI,MIA
1011026,-1,321,BWI,BOS
1010830,-15,321,BWI,BOS
1011955,-10,321,BWI,BOS
1021026,87,321,BWI,BOS
1020830,15,321,BWI,BOS
1021955,0,321,BWI,BOS
1031026,0,321,BWI,BOS
1030830,0,321,BWI,BOS
1031955,58,321,BWI,BOS
1040830,-5,321,BWI,BOS
1041955,85,321,BWI,BOS
1051026,195,321,BWI,BOS
1050830,160,321,BWI,BOS
1051955,0,321,BWI,BOS
1061026,0,321,BWI,BOS
1060830,-7,321,BWI,BOS
1061955,0,321,BWI,BOS
1071409,0,321,BWI,BOS
1070840,0,321,BWI,BOS
1071955,42,321,BWI,BOS
1071755,53,321,BWI,BOS
1081409,-8,321,BWI,BOS
1080840,-10,321,BWI,BOS
1081955,-9,321,BWI,BOS
1081755,21,321,BWI,BOS
1091409,-14,321,BWI,BOS
1091040,-11,321,BWI,BOS
1090840,103,321,BWI,BOS
1091955,-6,321,BWI,BOS
1091755,-8,321,BWI,BOS
1101409,17,321,BWI,BOS
1101040,49,321,BWI,BOS
1100840,-12,321,BWI,BOS
1101955,-3,321,BWI,BOS
1101755,-12,321,BWI,BOS
1111409,-9,321,BWI,BOS
1110840,11,321,BWI,BOS
1111755,131,321,BWI,BOS
1121409,-10,321,BWI,BOS
1121040,-10,321,BWI,BOS
1121955,-5,321,BWI,BOS
1121755,-11,321,BWI,BOS
1131409,-8,321,BWI,BOS
1131040,2,321,BWI,BOS
1130840,-14,321,BWI,BOS
1131955,-14,321,BWI,BOS
1131755,-10,321,BWI,BOS
1141409,-12,321,BWI,BOS
1140840,-9,321,BWI,BOS
1141955,-14,321,BWI,BOS
1141755,52,321,BWI,BOS
1151409,-7,321,BWI,BOS
1150840,0,321,BWI,BOS
1151955,-9,321,BWI,BOS
1151755,95,321,BWI,BOS
1161409,25,321,BWI,BOS
1161040,-10,321,BWI,BOS
1160840,-3,321,BWI,BOS
1161955,-4,321,BWI,BOS
1161755,7,321,BWI,BOS
1171409,-2,321,BWI,BOS
1171040,-4,321,BWI,BOS
1170840,-5,321,BWI,BOS
1171955,-9,321,BWI,BOS
1171755,19,321,BWI,BOS
1181409,12,321,BWI,BOS
1180840,110,321,BWI,BOS
1181755,-1,321,BWI,BOS
1191409,-10,321,BWI,BOS
1191040,-5,321,BWI,BOS
1191955,-12,321,BWI,BOS
1191755,-7,321,BWI,BOS
1201409,-2,321,BWI,BOS
1201040,-13,321,BWI,BOS
1200840,-17,321,BWI,BOS
1201955,-10,321,BWI,BOS
1201755,-17,321,BWI,BOS
1211409,-4,321,BWI,BOS
1210840,-13,321,BWI,BOS
1211955,0,321,BWI,BOS
1211755,0,321,BWI,BOS
1221409,0,321,BWI,BOS
1220840,0,321,BWI,BOS
1221955,-3,321,BWI,BOS
1221755,4,321,BWI,BOS
1231409,-3,321,BWI,BOS
1231040,-5,321,BWI,BOS
1230840,26,321,BWI,BOS
1231955,30,321,BWI,BOS
1231755,1,321,BWI,BOS
1241409,14,321,BWI,BOS
1241040,8,321,BWI,BOS
1240840,-6,321,BWI,BOS
1241955,-10,321,BWI,BOS
1241755,-10,321,BWI,BOS
1251409,39,321,BWI,BOS
1250840,-7,321,BWI,BOS
1251755,11,321,BWI,BOS
1261409,-10,321,BWI,BOS
1261040,-6,321,BWI,BOS
1261955,-5,321,BWI,BOS
1261755,-10,321,BWI,BOS
1271409,-8,321,BWI,BOS
1271040,-10,321,BWI,BOS
1270840,-9,321,BWI,BOS
1271955,-14,321,BWI,BOS
1271755,-11,321,BWI,BOS
1281409,-7,321,BWI,BOS
1280840,-6,321,BWI,BOS
1281955,-10,321,BWI,BOS
1281755,-10,321,BWI,BOS
1291409,-3,321,BWI,BOS
1290840,-4,321,BWI,BOS
1291955,-16,321,BWI,BOS
1291755,4,321,BWI,BOS
1301409,-10,321,BWI,BOS
1301040,-10,321,BWI,BOS
1300840,-11,321,BWI,BOS
1301955,37,321,BWI,BOS
1301755,-7,321,BWI,BOS
1311409,-3,321,BWI,BOS
1311040,-7,321,BWI,BOS
1310840,-8,321,BWI,BOS
1311955,-8,321,BWI,BOS
1311755,-4,321,BWI,BOS
1010735,-2,1620,BWI,SLC
1011445,-3,813,BWI,MSP
1010835,-6,813,BWI,MSP
1011630,6,501,BWI,ATL
1011700,4,355,BWI,DTW
1011245,-3,355,BWI,DTW
1010620,-9,501,BWI,ATL
1010730,-3,501,BWI,ATL
1010946,-4,355,BWI,DTW
1010845,-8,501,BWI,ATL
1011115,13,501,BWI,ATL
1020735,-8,1620,BWI,SLC
1021730,-1,1620,BWI,SLC
1020835,-2,813,BWI,MSP
1021915,-3,813,BWI,MSP
1021630,0,501,BWI,ATL
1021900,-1,501,BWI,ATL
1021245,51,355,BWI,DTW
1020620,-8,501,BWI,ATL
1021921,122,355,BWI,DTW
1020730,0,501,BWI,ATL
1020946,42,355,BWI,DTW
1021745,49,501,BWI,ATL
1020845,-5,501,BWI,ATL
1021000,-5,501,BWI,ATL
1020605,-5,355,BWI,DTW
1021115,4,501,BWI,ATL
1021230,-1,501,BWI,ATL
1021445,-3,813,BWI,MSP
1021500,106,501,BWI,ATL
1021700,19,355,BWI,DTW
1030735,-1,1620,BWI,SLC
1031730,-3,1620,BWI,SLC
1030835,72,813,BWI,MSP
1031915,61,813,BWI,MSP
1031630,-3,501,BWI,ATL
1031900,-1,501,BWI,ATL
1031245,29,355,BWI,DTW
1030620,-5,501,BWI,ATL
1031921,49,355,BWI,DTW
1030730,57,501,BWI,ATL
1030946,-2,355,BWI,DTW
1031745,-4,501,BWI,ATL
1030845,320,501,BWI,ATL
1031000,0,501,BWI,ATL
1030605,0,355,BWI,DTW
1031115,10,501,BWI,ATL
1031230,5,501,BWI,ATL
1031445,-2,813,BWI,MSP
1031500,24,501,BWI,ATL
1040735,17,1620,BWI,SLC
1041730,-1,1620,BWI,SLC
1040835,0,813,BWI,MSP
1041915,1,813,BWI,MSP
1041630,0,501,BWI,ATL
1041900,-2,501,BWI,ATL
1040620,0,501,BWI,ATL
1041921,17,355,BWI,DTW
1040730,-4,501,BWI,ATL
1040946,7,355,BWI,DTW
1040845,2,501,BWI,ATL
1041000,-1,501,BWI,ATL
1040605,-2,355,BWI,DTW
1041115,-2,501,BWI,ATL
1041230,8,501,BWI,ATL
1041445,-5,813,BWI,MSP
1041500,26,501,BWI,ATL
1041700,17,355,BWI,DTW
1050735,-3,1620,BWI,SLC
1051445,6,813,BWI,MSP
1051730,-2,1620,BWI,SLC
1050835,-2,813,BWI,MSP
1051915,112,813,BWI,MSP
1051630,9,501,BWI,ATL
1051900,6,501,BWI,ATL
1051245,-1,355,BWI,DTW
1050620,-1,501,BWI,ATL
1051921,16,355,BWI,DTW
1050730,-2,501,BWI,ATL
1050946,19,355,BWI,DTW
1051745,25,501,BWI,ATL
1050845,0,501,BWI,ATL
1051000,-2,501,BWI,ATL
1050605,9,355,BWI,DTW
1051115,14,501,BWI,ATL
1051230,28,501,BWI,ATL
1051500,8,501,BWI,ATL
1051700,18,355,BWI,DTW
1061740,239,1620,BWI,SLC
1060630,-6,813,BWI,MSP
1061630,-3,501,BWI,ATL
1061710,62,355,BWI,DTW
1061900,65,501,BWI,ATL
1061312,46,355,BWI,DTW
1060615,-1,501,BWI,ATL
1060730,1,501,BWI,ATL
1060950,0,355,BWI,DTW
1061745,24,501,BWI,ATL
1060845,7,501,BWI,ATL
1061000,0,501,BWI,ATL
1060610,-4,355,BWI,DTW
1061115,-2,501,BWI,ATL
1060730,7,1620,BWI,SLC
1061230,23,501,BWI,ATL
1061450,-2,501,BWI,ATL
1061650,-4,813,BWI,MSP
1061450,79,355,BWI,DTW
1061225,278,813,BWI,MSP
1070630,4,813,BWI,MSP
1071630,15,501,BWI,ATL
1071710,35,355,BWI,DTW
1071900,37,501,BWI,ATL
1071312,-4,355,BWI,DTW
1070615,-3,501,BWI,ATL
1070730,0,501,BWI,ATL
1070950,55,355,BWI,DTW
1071745,45,501,BWI,ATL
1070845,360,501,BWI,ATL
1071000,47,501,BWI,ATL
1070610,0,355,BWI,DTW
1071115,12,501,BWI,ATL
1070730,5,1620,BWI,SLC
1071230,36,501,BWI,ATL
1071450,84,501,BWI,ATL
1071650,45,813,BWI,MSP
1071450,93,355,BWI,DTW
1071225,-3,813,BWI,MSP
1080630,-7,813,BWI,MSP
1081630,-5,501,BWI,ATL
1081710,-2,355,BWI,DTW
1081900,17,501,BWI,ATL
1081312,-5,355,BWI,DTW
1080615,-1,501,BWI,ATL
1080730,-3,501,BWI,ATL
1080950,1,355,BWI,DTW
1081745,-4,501,BWI,ATL
1080845,-4,501,BWI,ATL
1081000,-2,501,BWI,ATL
1080610,203,355,BWI,DTW
1081115,-6,501,BWI,ATL
1080730,11,1620,BWI,SLC
1081230,-9,501,BWI,ATL
1081450,10,501,BWI,ATL
1081650,87,813,BWI,MSP
1081450,-3,355,BWI,DTW
1081225,-6,813,BWI,MSP
1091740,51,1620,BWI,SLC
1090630,-10,813,BWI,MSP
1091630,5,501,BWI,ATL
1091710,-2,355,BWI,DTW
1091900,-4,501,BWI,ATL
1091312,-6,355,BWI,DTW
1090615,-7,501,BWI,ATL
1090730,-11,501,BWI,ATL
1090950,-5,355,BWI,DTW
1091745,9,501,BWI,ATL
1090845,-9,501,BWI,ATL
1091000,-5,501,BWI,ATL
1090610,-6,355,BWI,DTW
1091115,-2,501,BWI,ATL
1090730,15,1620,BWI,SLC
1091230,-5,501,BWI,ATL
1091450,6,501,BWI,ATL
1091650,7,813,BWI,MSP
1091450,-2,355,BWI,DTW
1091225,7,813,BWI,MSP
1101740,-1,1620,BWI,SLC
1100630,-13,813,BWI,MSP
1101630,-2,501,BWI,ATL
1101710,-4,355,BWI,DTW
1101900,-1,501,BWI,ATL
1101312,1,355,BWI,DTW
1100615,50,501,BWI,ATL
1100730,0,501,BWI,ATL
1100950,8,355,BWI,DTW
1101745,-5,501,BWI,ATL
1100845,-6,501,BWI,ATL
1101000,-4,501,BWI,ATL
1100610,4,355,BWI,DTW
1101115,0,501,BWI,ATL
1100730,-3,1620,BWI,SLC
1101230,7,501,BWI,ATL
1101450,-2,501,BWI,ATL
1101650,-2,813,BWI,MSP
1101450,-3,355,BWI,DTW
1101225,2,813,BWI,MSP
1110830,-7,813,BWI,MSP
1111630,42,501,BWI,ATL
1111710,-3,355,BWI,DTW
1111312,217,355,BWI,DTW
1110615,-7,501,BWI,ATL
1110730,-3,501,BWI,ATL
1110945,-10,355,BWI,DTW
1111745,-5,501,BWI,ATL
1111000,227,501,BWI,ATL
1110610,-4,355,BWI,DTW
1111115,44,501,BWI,ATL
1110730,2,1620,BWI,SLC
1111230,31,501,BWI,ATL
1121740,-1,1620,BWI,SLC
1121630,8,501,BWI,ATL
1121710,-5,355,BWI,DTW
1121900,0,501,BWI,ATL
1121300,-1,355,BWI,DTW
1120615,-1,501,BWI,ATL
1120730,-5,501,BWI,ATL
1121745,-1,501,BWI,ATL
1121000,-6,501,BWI,ATL
1121115,-2,501,BWI,ATL
1120730,2,1620,BWI,SLC
1121230,-3,501,BWI,ATL
1121450,-1,501,BWI,ATL
1121650,-4,813,BWI,MSP
1121450,-3,355,BWI,DTW
1121225,23,813,BWI,MSP
1131740,-4,1620,BWI,SLC
1130630,-5,813,BWI,MSP
1131630,-9,501,BWI,ATL
1131710,25,355,BWI,DTW
1131900,-5,501,BWI,ATL
1131312,-9,355,BWI,DTW
1130615,-5,501,BWI,ATL
1130730,-8,501,BWI,ATL
1130950,-4,355,BWI,DTW
1131745,-2,501,BWI,ATL
1130845,-4,501,BWI,ATL
1131000,-8,501,BWI,ATL
1130610,-3,355,BWI,DTW
1131115,-4,501,BWI,ATL
1130730,-4,1620,BWI,SLC
1131230,-7,501,BWI,ATL
1131450,-8,501,BWI,ATL
1131650,-5,813,BWI,MSP
1131450,-4,355,BWI,DTW
1131225,-5,813,BWI,MSP
1140630,-7,813,BWI,MSP
1141630,-2,501,BWI,ATL
1141710,29,355,BWI,DTW
1141900,-7,501,BWI,ATL
1141312,285,355,BWI,DTW
1140615,-9,501,BWI,ATL
1140730,-6,501,BWI,ATL
1140950,9,355,BWI,DTW
1141745,-4,501,BWI,ATL
1140845,-6,501,BWI,ATL
1141000,-5,501,BWI,ATL
1140610,-7,355,BWI,DTW
1141115,-5,501,BWI,ATL
1140730,-7,1620,BWI,SLC
1141230,-9,501,BWI,ATL
1141450,4,501,BWI,ATL
1141650,-5,813,BWI,MSP
1141450,0,355,BWI,DTW
1141225,-5,813,BWI,MSP
1150630,-3,813,BWI,MSP
1151630,-3,501,BWI,ATL
1151710,-6,355,BWI,DTW
1151900,-5,501,BWI,ATL
1151312,-7,355,BWI,DTW
1150615,-5,501,BWI,ATL
1150730,-6,501,BWI,ATL
1150950,-4,355,BWI,DTW
1151745,-2,501,BWI,ATL
1150845,-8,501,BWI,ATL
1151000,-4,501,BWI,ATL
1150610,-3,355,BWI,DTW
1151115,-3,501,BWI,ATL
1150730,-4,1620,BWI,SLC
1151230,-3,501,BWI,ATL
1151450,-1,501,BWI,ATL
1151650,-7,813,BWI,MSP
1151450,32,355,BWI,DTW
1151225,5,813,BWI,MSP
1161740,45,1620,BWI,SLC
1160630,-7,813,BWI,MSP
1161630,4,501,BWI,ATL
1161710,9,355,BWI,DTW
1161900,-3,501,BWI,ATL
1161312,10,355,BWI,DTW
1160615,-6,501,BWI,ATL
1160730,-3,501,BWI,ATL
1160950,3,355,BWI,DTW
1161745,-2,501,BWI,ATL
1160845,236,501,BWI,ATL
1161000,2,501,BWI,ATL
1160610,-3,355,BWI,DTW
1161115,-3,501,BWI,ATL
1160730,-5,1620,BWI,SLC
1161230,-5,501,BWI,ATL
1161450,-1,501,BWI,ATL
1161650,50,813,BWI,MSP
1161450,5,355,BWI,DTW
1161225,-4,813,BWI,MSP
1171740,9,1620,BWI,SLC
1170630,71,813,BWI,MSP
1171630,23,501,BWI,ATL
1171710,8,355,BWI,DTW
1171900,-6,501,BWI,ATL
1171312,-4,355,BWI,DTW
1170615,0,501,BWI,ATL
1170730,-6,501,BWI,ATL
1170950,3,355,BWI,DTW
1171745,1,501,BWI,ATL
1170845,-5,501,BWI,ATL
1171000,-5,501,BWI,ATL
1170610,-3,355,BWI,DTW
1171115,-14,501,BWI,ATL
1170730,-2,1620,BWI,SLC
1171230,-3,501,BWI,ATL
1171450,-6,501,BWI,ATL
1171650,23,813,BWI,MSP
1171450,-3,355,BWI,DTW
1171225,-1,813,BWI,MSP
1180830,-2,813,BWI,MSP
1181630,2,501,BWI,ATL
1181710,-6,355,BWI,DTW
1181312,8,355,BWI,DTW
1180615,-6,501,BWI,ATL
1180730,-7,501,BWI,ATL
1180945,0,355,BWI,DTW
1181745,-1,501,BWI,ATL
1181000,-6,501,BWI,ATL
1180610,-11,355,BWI,DTW
1181115,-6,501,BWI,ATL
1180730,-1,1620,BWI,SLC
1181230,-6,501,BWI,ATL
1191630,1,501,BWI,ATL
1191710,-2,355,BWI,DTW
1191900,-4,501,BWI,ATL
1191312,-10,355,BWI,DTW
1190615,-5,501,BWI,ATL
1190730,-1,501,BWI,ATL
1191745,-5,501,BWI,ATL
1191000,-1,501,BWI,ATL
1191115,-3,501,BWI,ATL
1190730,0,1620,BWI,SLC
1191230,-8,501,BWI,ATL
1191450,3,501,BWI,ATL
1191650,-4,813,BWI,MSP
1191225,-7,813,BWI,MSP
1201740,-2,1620,BWI,SLC
1200830,-5,813,BWI,MSP
1201630,2,501,BWI,ATL
1201710,-1,355,BWI,DTW
1201900,-5,501,BWI,ATL
1201312,-13,355,BWI,DTW
1200615,-3,501,BWI,ATL
1200730,-1,501,BWI,ATL
1200950,-7,355,BWI,DTW
1201745,4,501,BWI,ATL
1200845,-9,501,BWI,ATL
1201000,-10,501,BWI,ATL
1201115,-5,501,BWI,ATL
1200730,-2,1620,BWI,SLC
1201230,-5,501,BWI,ATL
1201450,0,501,BWI,ATL
1201650,-4,813,BWI,MSP
1201450,-5,355,BWI,DTW
1201225,-5,813,BWI,MSP
1210630,-2,813,BWI,MSP
1211630,25,501,BWI,ATL
1211710,40,355,BWI,DTW
1211900,-1,501,BWI,ATL
1211312,-7,355,BWI,DTW
1210615,-4,501,BWI,ATL
1210730,275,501,BWI,ATL
1210950,5,355,BWI,DTW
1211745,61,501,BWI,ATL
1210845,-5,501,BWI,ATL
1211000,14,501,BWI,ATL
1210610,441,355,BWI,DTW
1211115,27,501,BWI,ATL
1210730,-6,1620,BWI,SLC
1211230,66,501,BWI,ATL
1211450,439,501,BWI,ATL
1211650,75,813,BWI,MSP
1211450,122,355,BWI,DTW
1211225,-3,813,BWI,MSP
1220630,48,813,BWI,MSP
1221630,-4,501,BWI,ATL
1221710,-4,355,BWI,DTW
1221900,-5,501,BWI,ATL
1221312,81,355,BWI,DTW
1220615,-1,501,BWI,ATL
1220730,9,501,BWI,ATL
1220950,3,355,BWI,DTW
1221745,-4,501,BWI,ATL
1220845,-6,501,BWI,ATL
